company_id,supplier_team_access_count,supplier_brand_count,supplier_rrp_average,supplier_login_count,supplier_retailer_submissions_count,supplier_shares_count,buyers_popularity_score,buyers_average_time_on_profile_in_seconds,company_state,company_years_trading,upgraded
5582,1,1,9,36,0,90,2,70,5,3-5,0
5583,1,1,3,297,138,741,9,349,10,15+,1
5584,7,1,11,38,0,93,2,183,5,1-2,0
5585,1,1,8,29,2,72,3,242,4,3-5,1
5586,2,1,11,84,0,210,1,230,35,1-2,0
5587,2,1,6,3,0,6,1,158,2,0-1,0
5588,1,1,32,5,0,12,0,0,32,0-1,0
5589,2,1,355,59,0,147,1,85,49,1-2,0
5590,3,1,30,16,2,39,0,332,5,1-2,1
5591,1,2,88,106,4,264,0,537,31,0-1,1
5592,2,1,9,12,0,30,2,343,10,1-2,0
5593,1,1,72,12,0,30,0,141,35,0-1,0
5594,2,1,8,2,0,3,0,258,35,15+,0
5595,1,1,10,100,0,249,2,289,24,15+,0
5596,1,1,34,74,10,183,7,413,44,3-5,1
5597,3,2,23,107,8,267,3,386,19,15+,1
5598,1,1,"2,526.00",23,0,57,0,403,35,1-2,0
5599,7,1,"1,800.00",2,0,3,0,0,32,15+,0
5600,1,1,1,6,0,15,0,0,4,1-2,0
5601,3,2,35,14,0,33,0,29,32,0-1,0
5602,1,1,10,53,14,132,2,377,11,15+,1
5603,2,1,12,12,0,30,0,212,40,6-10,0
5604,2,1,46,39,0,96,0,372,10,0-1,0
5605,1,1,14,71,0,177,0,0,44,6-10,0
5606,1,1,15,116,132,288,14,455,41,15+,1
5607,7,1,25,6,0,15,0,0,39,1-2,0
5608,1,1,54,12,0,30,1,663,5,0-1,0
5609,1,1,12,410,180,1023,2,122,7,10-15,1
5610,2,1,10,24,2,60,0,0,10,3-5,1
5611,2,1,11,3,0,6,0,0,23,6-10,0
5612,1,1,7,5,0,12,0,0,35,0-1,1
5613,1,1,5,2,0,3,0,0,20,15+,0
5614,1,1,69,4,2,9,0,661,5,15+,1
5615,3,1,38,20,0,48,2,266,5,3-5,0
5616,1,1,20,9,0,21,0,0,5,6-10,0
5617,1,1,19,11,0,27,1,0,48,15+,0
5618,1,1,72,5,0,12,0,491,5,3-5,0
5619,1,3,21,144,8,360,1,220,10,6-10,1
5620,1,1,12,83,26,207,11,261,25,6-10,1
5621,7,1,5,243,16,606,15,337,36,15+,1
5622,1,1,20,51,0,126,7,209,32,15+,0
5623,1,1,4,15,0,36,0,0,5,0-1,0
5624,1,1,8,16,0,39,0,42,5,15+,0
5625,2,1,16,327,236,816,19,303,4,10-15,1
5626,1,1,402,6,0,15,0,290,5,15+,0
5627,2,2,8,190,0,474,1,426,28,1-2,0
5628,7,1,186,14,0,33,0,0,23,1-2,0
5629,1,1,12,87,0,216,2,228,28,1-2,0
5630,1,1,13,192,32,480,12,280,35,6-10,1
5631,1,1,8,24,0,60,1,570,32,15+,0
5632,1,1,16,18,0,45,0,0,4,0-1,0
5633,2,1,4,6,0,15,0,0,5,0-1,0
5634,2,1,24,29,2,72,0,392,5,3-5,1
5635,1,1,2,40,4,99,1,426,46,15+,1
5636,1,1,61,6,0,15,0,346,35,0-1,0
5637,1,1,13,4,0,9,0,0,39,0-1,0
5638,1,1,6,23,0,57,0,39,21,6-10,0
5639,2,1,8,8,0,18,1,42,5,3-5,0
5640,1,1,18,10,0,24,0,0,5,0-1,0
5641,1,1,280,2,0,3,0,0,39,15+,0
5642,7,1,40,299,54,747,2,271,32,6-10,1
5643,1,1,42,5,0,12,0,0,25,1-2,0
5644,2,1,25,81,0,201,4,408,5,6-10,0
5645,2,1,28,18,0,45,1,277,10,3-5,0
5646,1,1,46,95,8,237,1,378,9,3-5,1
5647,1,1,28,39,0,96,1,391,36,3-5,0
5648,1,1,14,641,98,1602,2,464,2,6-10,1
5649,1,1,14,546,118,1365,1,454,33,1-2,1
5650,1,1,3,8,0,18,3,599,18,15+,0
5651,1,1,14,10,0,24,0,0,41,1-2,0
5652,1,1,"11,999.00",3,0,6,1,0,4,15+,0
5653,1,1,12,83,0,207,1,230,39,15+,0
5654,1,1,2,24,0,60,1,28,5,6-10,0
5655,2,1,5,40,0,99,0,0,20,0-1,0
5656,2,1,8,8,0,18,0,0,22,15+,0
5657,1,1,19,24,2,60,0,432,16,10-15,1
5658,1,1,180,4,0,9,1,302,28,0-1,0
5659,1,1,26,293,26,732,6,305,10,6-10,1
5660,1,1,42,5,0,12,0,0,39,0-1,0
5661,1,1,36,156,0,390,0,0,5,0-1,0
5662,1,1,18,22,0,54,0,0,10,0-1,0
5663,1,1,8,489,84,1221,13,237,44,10-15,1
5664,1,1,48,2,0,3,0,479,15,0-1,0
5665,2,1,7,160,0,399,3,27,2,3-5,0
5666,1,4,9,20,0,48,3,103,20,3-5,0
5667,2,1,25,28,0,69,0,262,10,0-1,0
5668,1,1,16,24,0,60,0,0,5,0-1,0
5669,2,1,44,270,8,675,10,370,48,3-5,1
5670,2,1,15,34,0,84,0,246,48,15+,0
5671,1,1,12,64,0,159,0,0,36,0-1,0
5672,1,1,22,16,0,39,0,0,36,3-5,0
5673,2,1,17,24,0,60,1,30,36,0-1,0
5674,2,1,4,35,0,87,4,211,4,15+,0
5675,1,1,5,45,0,111,0,578,20,15+,0
5676,1,1,38,9,0,21,0,459,20,6-10,1
5677,2,1,2,3,0,6,0,0,7,15+,0
5678,1,1,4,10,2,24,0,467,28,15+,1
5679,7,10,29,42,0,105,4,312,6,6-10,0
5680,2,1,24,570,0,1425,1,256,6,0-1,0
5681,1,1,47,8,2,18,0,291,28,15+,1
5682,2,1,4,10,0,24,0,46,41,3-5,0
5683,2,1,12,8,0,18,1,226,5,1-2,0
5684,2,1,30,10,0,24,0,0,5,10-15,0
5685,7,1,78,8,0,18,0,0,5,1-2,0
5686,2,1,3,9,0,21,0,0,38,15+,0
5687,1,1,7,45,0,111,0,0,6,3-5,0
5688,1,1,45,70,26,174,3,474,32,10-15,1
5689,1,2,18,146,0,363,0,224,23,0-1,0
5690,1,1,43,74,0,183,0,424,5,0-1,0
5691,1,1,13,4,2,9,0,0,49,1-2,1
5692,1,1,48,47,0,117,1,352,51,3-5,1
5693,1,1,10,28,0,69,0,0,10,10-15,0
5694,7,1,13,11,0,27,2,340,35,3-5,0
5695,2,1,155,11,0,27,0,0,23,6-10,0
5696,1,1,27,4,0,9,0,0,5,1-2,0
5697,2,1,6,322,0,804,6,373,28,3-5,0
5698,2,1,43,3,0,6,0,0,10,15+,0
5699,1,1,5,9,0,21,1,230,44,0-1,0
5700,1,1,186,26,0,63,1,0,5,3-5,0
5701,2,1,34,5,0,12,0,0,35,3-5,0
5702,1,1,84,11,0,27,0,13,10,15+,0
5703,2,1,14,36,0,90,1,270,43,6-10,1
5704,1,1,53,5,0,12,0,0,36,1-2,0
5705,1,1,18,9,0,21,1,209,44,3-5,0
5706,1,1,30,272,8,678,3,377,12,15+,1
5707,2,1,10,4,0,9,1,37,15,0-1,0
5708,7,1,8,180,38,450,2,296,44,0-1,1
5709,1,1,1,3,0,6,0,0,11,1-2,0
5710,1,1,5,5,0,12,0,88,44,0-1,0
5711,2,2,13,81,68,201,7,393,49,1-2,1
5712,2,1,36,5,0,12,0,601,10,3-5,0
5713,7,1,257,5,0,12,0,0,15,15+,0
5714,1,1,18,4,0,9,0,999,44,15+,0
5715,1,1,44,16,0,39,0,0,34,15+,0
5716,7,1,7,46,2,114,0,22,15,1-2,1
5717,1,1,64,303,154,756,4,433,20,3-5,1
5718,1,1,10,6,0,15,0,0,18,0-1,0
5719,2,1,18,9,0,21,1,155,10,6-10,0
5720,2,1,21,30,0,75,1,384,34,3-5,0
5721,2,1,36,57,0,141,0,0,5,15+,0
5722,1,1,25,22,0,54,0,592,32,15+,0
5723,2,1,12,772,4,1929,17,227,40,6-10,1
5724,1,1,9,14,0,33,12,71,43,1-2,0
5725,2,1,18,16,0,39,0,0,34,1-2,0
5726,1,1,11,10,0,24,1,83,4,0-1,0
5727,1,1,34,33,0,81,1,205,32,0-1,0
5728,1,1,11,24,2,60,0,0,5,0-1,1
5729,1,1,7,22,0,54,1,662,39,0-1,0
5730,2,1,36,52,4,129,1,517,36,6-10,1
5731,1,1,49,196,6,489,5,338,32,10-15,1
5732,1,1,25,22,0,54,0,135,35,15+,0
5733,1,2,9,29,12,72,3,568,49,15+,1
5734,1,1,7,131,8,327,8,255,29,15+,1
5735,1,1,20,20,0,48,2,271,39,1-2,0
5736,1,1,4,6,0,15,0,0,36,0-1,0
5737,1,1,10,8,0,18,0,0,5,0-1,0
5738,1,2,9,0,4,0,1,410,24,15+,1
5739,1,1,32,2,0,3,0,0,10,6-10,0
5740,1,1,4,4,0,9,0,0,16,0-1,0
5741,1,1,25,35,0,87,1,334,18,3-5,0
5742,2,1,98,9,0,21,1,0,10,6-10,0
5743,2,1,17,26,0,63,0,578,10,15+,0
5744,1,1,66,22,2,54,1,206,44,10-15,1
5745,7,1,59,34,2,84,0,416,32,6-10,1
5746,7,3,9,48,0,120,1,71,44,0-1,0
5747,1,1,8,5,0,12,0,37,23,0-1,0
5748,7,1,5,4,0,9,0,0,40,0-1,1
5749,2,1,14,509,86,1272,9,420,5,10-15,1
5750,1,1,48,65,0,162,0,0,10,15+,0
5751,2,1,18,53,0,132,3,0,15,6-10,0
5752,2,1,24,2,0,3,0,0,43,0-1,0
5753,1,6,19,258,758,645,10,333,10,6-10,1
5754,2,1,203,5,0,12,0,407,44,0-1,0
5755,7,1,4,50,0,123,0,278,36,15+,1
5756,1,1,34,8,0,18,0,210,18,3-5,0
5757,7,1,14,47,0,117,2,249,10,0-1,0
5758,1,1,41,8,0,18,0,316,35,3-5,0
5759,1,1,56,81,0,201,0,77,5,1-2,0
5760,1,1,36,42,0,105,1,160,15,3-5,0
5761,2,1,28,179,18,447,2,339,5,0-1,1
5762,1,1,77,26,0,63,0,0,5,3-5,0
5763,2,1,20,2,0,3,0,0,5,3-5,0
5764,1,1,5,26,0,63,1,390,44,1-2,0
5765,1,1,73,11,0,27,0,195,35,1-2,0
5766,7,1,4,359,90,897,10,337,35,1-2,1
5767,1,1,10,584,10,1458,29,419,32,6-10,1
5768,7,1,36,4,0,9,0,463,11,0-1,1
5769,1,1,4,92,40,228,4,173,36,15+,1
5770,1,1,13,3,0,6,0,0,45,3-5,0
5771,1,1,59,6,0,15,0,381,36,6-10,0
5772,1,1,10,10,0,24,0,29,44,3-5,0
5773,7,1,59,5,0,12,0,0,5,0-1,0
5774,1,1,36,42,0,105,1,449,32,15+,0
5775,1,1,15,4,0,9,0,0,5,1-2,0
5776,1,1,36,8,0,18,0,489,14,1-2,0
5777,1,1,20,9,0,21,1,197,44,0-1,0
5778,1,1,62,99,118,246,0,581,35,0-1,1
5779,7,1,5,6,0,15,0,36,4,10-15,0
5780,2,1,10,5,0,12,0,344,32,0-1,0
5781,2,1,27,27,0,66,0,404,44,0-1,0
5782,1,1,55,74,0,183,0,0,5,3-5,1
5783,7,1,6,6,0,15,0,26,44,0-1,0
5784,1,1,176,6,0,15,0,0,37,15+,0
5785,1,3,45,39,4,96,1,321,5,6-10,1
5786,2,1,73,126,0,315,1,317,10,3-5,1
5787,1,1,18,261,2,651,1,418,10,15+,1
5788,2,7,20,174,370,435,2,336,39,6-10,1
5789,1,1,16,6,0,15,0,0,44,0-1,0
5790,1,1,50,2,0,3,1,0,35,15+,0
5791,2,1,13,20,0,48,1,141,34,1-2,0
5792,2,1,27,706,272,1764,8,346,49,15+,1
5793,2,2,10,159,92,396,11,379,46,15+,1
5794,1,1,39,15,0,36,1,493,5,15+,0
5795,1,1,5,29,2,72,0,452,39,15+,1
5796,1,1,4,6,0,15,1,114,49,1-2,0
5797,2,1,8,24,0,60,2,241,35,3-5,0
5798,7,1,10,11,0,27,1,0,35,0-1,0
5799,1,1,14,3,0,6,0,0,11,0-1,0
5800,1,1,7,12,0,30,0,0,46,0-1,0
5801,1,1,19,6,0,15,0,0,35,1-2,0
5802,2,1,7,76,0,189,2,182,47,15+,1
5803,1,1,62,57,4,141,0,406,5,6-10,1
5804,2,1,4,16,0,39,1,231,28,15+,0
5805,1,2,28,276,0,690,0,336,3,15+,1
5806,1,1,8,20,0,48,0,0,39,0-1,0
5807,1,2,26,138,140,345,9,476,5,10-15,1
5808,1,1,29,4,0,9,0,0,49,15+,0
5809,2,1,110,502,0,1254,2,325,21,0-1,0
5810,2,1,21,152,106,378,6,345,5,3-5,1
5811,1,1,18,15,0,36,0,607,20,6-10,0
5812,1,1,21,6,0,15,0,370,5,6-10,0
5813,1,1,55,17,0,42,0,506,34,3-5,0
5814,1,1,36,11,0,27,0,438,5,0-1,0
5815,1,1,20,34,0,84,1,0,35,6-10,0
5816,1,1,37,4,0,9,0,0,10,1-2,0
5817,2,1,46,53,0,132,0,424,5,1-2,0
5818,1,1,"1,501.00",15,0,36,0,0,11,15+,0
5819,1,1,2,878,180,2193,1,248,4,15+,1
5820,1,1,388,17,0,42,0,0,5,1-2,0
5821,1,1,3,14,0,33,0,514,15,1-2,0
5822,1,1,48,6,0,15,0,0,24,6-10,0
5823,1,1,11,8,0,18,0,22,25,15+,0
5824,2,1,15,20,0,48,0,256,46,15+,0
5825,2,1,41,17,8,42,1,325,23,0-1,1
5826,1,1,110,3,0,6,0,329,11,3-5,0
5827,2,1,54,3,0,6,0,286,15,15+,0
5828,1,1,34,9,0,21,0,214,10,0-1,0
5829,2,1,6,8,0,18,0,114,5,6-10,0
5830,1,3,34,236,124,588,8,275,43,6-10,1
5831,3,1,27,152,92,378,10,405,40,3-5,1
5832,1,1,9,48,0,120,3,287,38,15+,0
5833,1,1,4,6,0,15,0,145,5,3-5,0
5834,1,1,42,9,0,21,0,413,43,1-2,0
5835,2,1,18,12,0,30,1,600,44,15+,0
5836,1,1,12,18,2,45,1,423,22,6-10,1
5837,1,1,4,992,264,2478,30,375,5,3-5,1
5838,1,1,6,32,0,78,1,305,5,15+,0
5839,2,1,7,8,0,18,0,121,40,6-10,0
5840,1,1,8,15,0,36,1,47,35,0-1,0
5841,1,1,4,5,0,12,0,45,31,15+,0
5842,1,1,3,9,0,21,1,305,6,15+,0
5843,2,1,48,2,0,3,0,0,35,1-2,1
5844,1,1,"6,120.00",3,0,6,0,0,7,15+,0
5845,2,1,8,149,0,372,1,0,32,0-1,1
5846,1,1,16,2,0,3,0,272,36,0-1,0
5847,2,1,7,22,0,54,0,0,10,3-5,0
5848,1,1,83,56,0,138,0,137,10,1-2,0
5849,2,1,22,2,0,3,0,96,5,3-5,0
5850,2,1,4,10,0,24,2,86,5,15+,0
5851,1,2,7,9,0,21,3,356,39,0-1,0
5852,2,1,14,1544,14,3858,18,357,24,6-10,1
5853,2,1,28,8,0,18,0,0,38,6-10,0
5854,2,1,4,256,50,639,6,345,35,6-10,1
5855,7,1,474,36,0,90,0,0,35,6-10,0
5856,2,1,36,5,0,12,0,0,15,0-1,0
5857,1,1,26,20,0,48,0,472,5,10-15,0
5858,1,1,10,34,0,84,0,366,3,15+,0
5859,1,1,16,34,0,84,0,0,35,1-2,0
5860,7,1,10,10,0,24,1,33,41,1-2,0
5861,1,1,22,17,0,42,0,263,44,15+,0
5862,1,1,239,5,0,12,1,368,5,3-5,0
5863,7,1,11,6,0,15,0,0,19,3-5,0
5864,2,1,8,10,0,24,1,122,38,3-5,0
5865,1,1,9,15,0,36,0,326,15,6-10,0
5866,1,1,2,3,0,6,0,0,15,6-10,0
5867,7,1,7,27,0,66,2,104,15,15+,0
5868,1,2,31,69,0,171,1,0,5,0-1,0
5869,2,1,5,4,0,9,0,0,31,1-2,0
5870,2,1,84,10,0,24,0,0,28,0-1,0
5871,1,1,179,50,0,123,1,404,10,6-10,0
5872,1,1,17,6,0,15,0,0,5,0-1,0
5873,2,1,7,6,0,15,0,36,48,3-5,0
5874,1,1,14,62,0,153,1,464,32,0-1,0
5875,1,1,63,23,4,57,0,94,5,0-1,1
5876,1,1,2,2,0,3,0,0,15,1-2,0
5877,1,1,13,32,0,78,0,0,44,0-1,0
5878,1,1,18,45,0,111,1,373,6,3-5,0
5879,1,1,14,16,0,39,0,123,15,3-5,0
5880,1,1,17,10,0,24,0,0,48,0-1,0
5881,2,1,12,24,0,60,0,566,44,1-2,0
5882,1,2,25,5,0,12,1,0,47,15+,0
5883,2,1,12,34,0,84,0,232,10,1-2,0
5884,1,1,17,2,0,3,0,0,37,1-2,0
5885,1,1,12,12,0,30,0,497,15,6-10,0
5886,7,1,4,8,0,18,1,671,39,15+,0
5887,2,1,4,75,0,186,4,401,35,15+,0
5888,1,1,7,339,68,846,2,285,5,15+,1
5889,7,2,10,137,8,342,3,274,15,15+,1
5890,1,1,60,4,0,9,0,0,5,6-10,0
5891,1,7,35,60,6,150,0,396,5,10-15,1
5892,1,1,14,161,46,402,5,359,32,15+,1
5893,1,1,10,2,0,3,0,20,26,0-1,0
5894,1,1,2,71,0,177,0,602,35,3-5,0
5895,2,1,12,86,2,213,0,608,5,1-2,1
5896,2,1,5,5,0,12,0,145,10,10-15,1
5897,2,1,12,10,0,24,0,199,48,0-1,0
5898,1,1,5,162,40,405,15,473,20,3-5,1
5899,1,1,27,8,0,18,0,0,41,0-1,0
5900,2,1,72,29,0,72,1,385,44,0-1,0
5901,1,1,606,11,0,27,0,68,43,0-1,0
5902,2,1,53,16,0,39,0,409,32,3-5,1
5903,1,1,17,22,0,54,0,0,10,0-1,0
5904,1,1,14,105,4,261,7,385,35,15+,1
5905,1,1,11,20,2,48,0,116,38,15+,1
5906,2,1,48,8,0,18,0,405,44,1-2,0
5907,1,1,6,108,74,270,2,367,5,15+,1
5908,1,1,12,36,4,90,6,334,28,6-10,1
5909,1,1,8,5,0,12,0,387,13,3-5,0
5910,2,1,22,5,0,12,0,506,5,15+,0
5911,7,1,11,22,0,54,1,0,8,3-5,0
5912,1,1,1,8,4,18,0,303,49,0-1,1
5913,1,1,6,12,0,30,0,0,44,0-1,0
5914,1,1,8,94,62,234,7,343,5,6-10,1
5915,2,1,1,239,16,597,2,368,32,6-10,1
5916,1,1,22,11,0,27,1,385,44,15+,0
5917,1,1,2,60,0,150,0,0,28,15+,0
5918,2,1,5,4,0,9,0,0,44,6-10,0
5919,1,3,24,155,0,387,8,177,35,10-15,0
5920,1,1,12,3,0,6,0,42,43,1-2,0
5921,2,1,8,6,0,15,1,0,19,15+,0
5922,7,1,22,11,0,27,0,22,30,0-1,0
5923,7,1,36,11,0,27,0,156,5,10-15,0
5924,1,1,5,12,0,30,0,302,46,0-1,0
5925,1,1,61,44,8,108,1,483,11,15+,1
5926,1,1,10,5,0,12,1,155,21,1-2,0
5927,7,1,14,20,0,48,1,303,5,0-1,0
5928,1,1,74,70,0,174,0,356,39,0-1,1
5929,7,1,30,71,0,177,1,319,35,3-5,0
5930,1,1,22,6,0,15,1,0,15,0-1,0
5931,1,1,54,3,0,6,0,127,4,0-1,0
5932,1,2,8,393,178,981,10,312,37,15+,1
5933,1,1,5,45,4,111,1,454,27,6-10,1
5934,1,1,16,11,0,27,0,448,10,0-1,0
5935,1,1,84,11,0,27,0,288,10,15+,0
5936,1,1,27,5,0,12,0,131,35,15+,0
5937,1,1,6,16,0,39,0,0,10,3-5,0
5938,7,1,31,8,0,18,0,0,35,6-10,0
5939,1,1,7,12,0,30,1,140,35,6-10,0
5940,2,1,24,1680,136,4200,6,546,5,1-2,1
5941,2,1,23,57,0,141,5,314,39,3-5,0
5942,2,1,7,28,0,69,0,336,32,15+,0
5943,2,1,21,153,0,381,0,391,10,6-10,1
5944,2,1,6,11,0,27,1,132,10,3-5,0
5945,1,1,"3,220.00",9,0,21,1,429,35,3-5,0
5946,2,1,20,40,0,99,2,149,32,0-1,0
5947,1,1,101,9,0,21,0,279,35,1-2,1
5948,1,1,74,94,0,234,0,0,35,1-2,0
5949,2,1,16,9,0,21,0,0,10,1-2,0
5950,1,1,5,28,0,69,3,516,7,1-2,0
5951,1,1,9,112,2,279,2,398,32,15+,1
5952,1,1,20,33,0,81,0,0,35,6-10,0
5953,2,1,90,4,4,9,0,305,6,6-10,1
5954,1,1,8,6,0,15,3,74,38,3-5,0
5955,1,1,23,6,0,15,0,0,2,10-15,0
5956,2,1,69,160,0,399,1,231,6,1-2,0
5957,7,2,24,204,104,510,6,435,7,6-10,1
5958,1,1,46,53,0,132,0,107,32,0-1,0
5959,2,1,4,212,54,528,14,432,34,1-2,1
5960,2,1,5,5,0,12,0,0,14,6-10,0
5961,7,1,230,5,0,12,0,0,6,0-1,0
5962,2,1,42,119,0,297,6,378,5,6-10,0
5963,1,1,37,234,28,585,9,416,14,1-2,1
5964,2,1,54,6,0,15,0,0,5,15+,0
5965,1,1,30,10,0,24,0,0,21,0-1,0
5966,1,1,4,2,0,3,0,0,25,0-1,0
5967,2,1,60,9,0,21,0,108,32,1-2,0
5968,2,1,7,3,0,6,0,31,5,0-1,0
5969,2,1,24,11,0,27,0,197,44,6-10,0
5970,7,1,114,5,0,12,1,608,10,0-1,0
5971,2,1,12,20,0,48,0,705,7,0-1,0
5972,1,1,58,46,2,114,0,394,46,15+,1
5973,1,1,27,65,64,162,4,478,35,10-15,1
5974,1,1,161,21,0,51,1,0,45,0-1,1
5975,1,1,18,8,0,18,0,34,16,0-1,0
5976,2,2,245,46,0,114,0,356,10,3-5,0
5977,2,1,14,21,0,51,0,110,31,6-10,0
5978,1,1,36,34,0,84,1,0,48,3-5,0
5979,1,1,16,26,0,63,4,418,35,15+,0
5980,1,1,19,45,0,111,1,0,10,10-15,0
5981,1,1,9,27,0,66,2,21,24,15+,0
5982,1,1,8,51,0,126,1,465,30,15+,1
5983,1,2,15,23,0,57,3,146,4,1-2,0
5984,2,1,70,18,0,45,1,265,5,3-5,0
5985,7,1,12,132,4,330,4,535,49,15+,1
5986,1,1,20,42,0,105,1,54,20,3-5,0
5987,1,1,5,3,0,6,0,334,5,0-1,0
5988,1,1,3,39,18,96,5,372,48,6-10,1
5989,1,1,41,196,34,489,3,394,27,15+,1
5990,1,1,8,15,0,36,0,384,5,6-10,0
5991,7,1,16,3,0,6,0,0,5,1-2,0
5992,1,1,18,359,8,897,2,422,35,1-2,1
5993,7,1,29,20,0,48,0,0,10,1-2,0
5994,2,1,13,56,0,138,0,92,47,0-1,0
5995,7,1,10,23,0,57,0,105,32,0-1,0
5996,1,1,41,162,0,405,2,387,10,0-1,0
5997,1,1,50,16,0,39,2,0,5,1-2,0
5998,2,1,59,62,0,153,0,0,5,6-10,0
5999,1,1,64,14,0,33,1,349,44,6-10,0
6000,1,1,239,2,0,3,0,0,15,0-1,0
6001,1,1,7,15,2,36,0,347,12,10-15,1
6002,1,1,18,17,0,42,0,172,5,0-1,0
6003,2,1,39,80,0,198,4,307,35,3-5,0
6004,1,1,6,5,0,12,0,0,12,0-1,0
6005,1,1,5,16,0,39,0,0,10,15+,0
6006,1,1,54,12,0,30,0,387,38,1-2,0
6007,2,1,5,3,0,6,0,0,5,1-2,0
6008,1,1,19,3,0,6,0,694,2,10-15,0
6009,1,1,9,12,0,30,3,178,34,3-5,0
6010,1,1,15,93,0,231,1,181,35,15+,0
6011,1,1,79,164,0,408,0,0,34,3-5,1
6012,1,1,30,15,0,36,0,131,5,0-1,0
6013,1,1,300,45,0,111,0,481,5,6-10,0
6014,1,2,58,236,24,588,6,327,38,15+,1
6015,1,1,12,29,0,72,2,209,4,15+,0
6016,1,2,19,52,4,129,0,419,24,15+,1
6017,1,1,7,16,0,39,1,85,35,15+,0
6018,1,1,36,173,0,432,1,167,35,0-1,0
6019,7,1,12,74,2,183,31,368,5,6-10,1
6020,3,1,4,135,2,336,6,281,36,15+,1
6021,1,1,12,53,0,132,2,269,35,15+,0
6022,7,1,22,10,0,24,0,0,32,6-10,0
6023,2,1,48,16,0,39,1,0,36,3-5,0
6024,1,1,12,23,0,57,0,0,23,3-5,0
6025,1,1,60,8,0,18,0,0,46,0-1,0
6026,1,1,6,15,0,36,0,478,34,3-5,0
6027,1,1,107,6,0,15,0,354,35,0-1,0
6028,1,1,8,39,0,96,0,0,44,15+,0
6029,2,1,28,30,0,75,1,659,19,3-5,0
6030,2,1,7,42,0,105,5,165,5,6-10,0
6031,1,1,15,3,0,6,0,304,6,6-10,0
6032,1,1,4,11,0,27,1,384,44,0-1,0
6033,7,2,20,64,138,159,5,445,6,10-15,1
6034,1,1,6,261,98,651,2,365,23,6-10,1
6035,1,1,11,184,70,459,10,345,10,15+,1
6036,7,1,84,2,0,3,0,0,5,10-15,0
6037,1,2,18,233,78,582,3,310,10,6-10,1
6038,2,1,7,5,0,12,1,0,39,6-10,0
6039,2,1,10,3,0,6,0,264,10,1-2,0
6040,2,1,23,32,0,78,0,393,5,3-5,1
6041,1,1,7,2,0,3,0,0,5,15+,0
6042,1,1,101,23,0,57,0,485,10,10-15,0
6043,1,1,18,4,0,9,0,406,11,1-2,0
6044,1,1,60,11,2,27,0,456,10,6-10,1
6045,1,1,52,24,0,60,1,351,32,15+,0
6046,2,1,58,10,0,24,1,320,4,3-5,0
6047,1,1,3,150,0,375,2,305,32,15+,0
6048,1,1,19,4,0,9,0,0,39,1-2,0
6049,7,1,40,3,0,6,0,0,10,6-10,0
6050,1,2,19,167,44,417,8,381,31,3-5,1
6051,2,1,10,21,0,51,2,192,24,1-2,0
6052,1,1,144,27,0,66,0,0,6,0-1,0
6053,1,1,18,36,0,90,1,144,34,0-1,0
6054,1,1,4,30,4,75,0,239,10,1-2,1
6055,1,1,192,28,0,69,1,0,10,1-2,0
6056,2,1,34,544,152,1359,11,386,39,6-10,1
6057,1,1,36,40,0,99,2,260,5,3-5,0
6058,1,1,8,120,0,300,1,235,39,0-1,0
6059,2,1,17,5,0,12,0,0,5,3-5,0
6060,2,1,43,8,0,18,0,0,5,1-2,0
6061,1,1,154,94,0,234,0,224,23,10-15,0
6062,1,1,4,28,0,69,1,0,44,6-10,0
6063,1,1,22,5,0,12,1,0,28,6-10,0
6064,1,1,9,14,0,33,0,0,5,6-10,0
6065,7,1,65,39,6,96,0,351,43,1-2,1
6066,1,1,18,18,0,45,0,0,19,3-5,0
6067,1,1,45,278,0,693,3,401,5,15+,0
6068,7,1,18,6,0,15,0,0,45,15+,0
6069,7,1,12,53,114,132,6,288,35,0-1,1
6070,1,1,4,6,0,15,0,480,44,1-2,0
6071,7,1,21,89,24,222,2,400,32,15+,1
6072,1,1,24,62,4,153,0,0,23,1-2,1
6073,1,1,8,3,0,6,0,30,36,15+,0
6074,2,1,29,36,0,90,1,0,10,6-10,0
6075,3,1,8,75,0,186,1,449,5,0-1,0
6076,1,1,32,57,0,141,0,418,15,0-1,0
6077,1,1,84,46,0,114,0,465,5,3-5,0
6078,2,1,2,12,0,30,0,154,24,15+,0
6079,2,1,75,14,0,33,0,426,28,0-1,0
6080,1,1,9,2,0,3,0,179,30,1-2,0
6081,2,1,30,46,0,114,1,0,5,0-1,0
6082,1,1,9,45,0,111,0,0,15,15+,0
6083,1,1,58,3,0,6,0,40,5,15+,0
6084,2,1,240,3,0,6,0,0,6,0-1,0
6085,1,1,71,686,164,1713,18,298,35,15+,1
6086,7,1,36,16,0,39,0,367,48,1-2,0
6087,1,2,26,210,0,525,1,233,5,3-5,0
6088,1,1,10,110,30,273,1,285,10,1-2,1
6089,2,1,5,12,0,30,1,662,10,15+,0
6090,1,1,159,160,60,399,3,380,5,6-10,1
6091,1,1,52,34,0,84,3,645,34,15+,0
6092,1,1,8,5,0,12,0,0,44,15+,0
6093,1,1,59,32,0,78,1,373,5,3-5,0
6094,2,1,3,362,0,903,1,290,5,15+,0
6095,2,1,31,0,62,0,2,317,23,15+,1
6096,2,1,0,14,0,33,0,0,25,15+,0
6097,2,4,29,11,0,27,0,399,6,15+,1
6098,1,1,19,10,0,24,0,35,35,15+,0
